# Table 1 from Silva Aguirre et al. (2018). https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.5487S/abstract submit data cleaning bugs to GalacticCEM@gmail.com
#J/MNRAS/475/5487    Stellar properties of KIC stars       (Silva Aguirre+, 2018)
#================================================================================
#Confirming chemical clocks:
#asteroseismic age dissection of the Milky Way disc(s).
#    Silva Aguirre V., Bojsen-Hansen M., Slumstrup D., Casagrande L., Kawata D.,
#    Ciuca I., Handberg R., Lund M.N., Mosumgaard J.R., Huber D., Johnson J.A.,
#    Pinsonneault M.H., Serenelli A.M., Stello D., Tayar J., Bird J.C.,
#    Cassisi S., Hon M., Martig M., Nissen P.E., Rix H.W., Schonrich R.,
#    Sahlholdt C., Trick W.H., Yu J.
#   <Mon. Not. R. Astron. Soc., 475, 5487-5500 (2018)>
#   =2018MNRAS.475.5487S    (SIMBAD/NED BibCode)
#================================================================================
#ADC_Keywords: Stars, giant ; Stars, masses ; Stars, diameters ; Stars, ages ;
#              Stars, distances
#Keywords: asteroseismology - stars: fundamental parameters -
#          stars: kinematics and dynamic - Galaxy: disc - Galaxy: evolution -
#          Galaxy: structure
#
#Abstract:
#    Investigations of the origin and evolution of the Milky Way disc have
#    long relied on chemical and kinematic identifications of its
#    components to reconstruct our Galactic past. Difficulties in
#    determining precise stellar ages have restricted most studies to small
#    samples, normally confined to the solar neighbourhood. Here, we break
#    this impasse with the help of asteroseismic inference and perform a
#    chronology of the evolution of the disc throughout the age of the
#    Galaxy. We chemically dissect the Milky Way disc population using a
#    sample of red giant stars spanning out to 2 kpc in the solar annulus
#    observed by the Kepler satellite, with the added dimension of
#    asteroseismic ages. Our results reveal a clear difference in age
#    between the low- and high-{alpha} populations, which also show
#    distinct velocity dispersions in the V and W components. We find no
#    tight correlation between age and metallicity nor [{alpha}/Fe] for the
#    high-{alpha} disc stars. Our results indicate that this component
#    formed over a period of more than 2 Gyr with a wide range of [M/H] and
#    [{alpha}/Fe] independent of time. Our findings show that the kinematic
#    properties of young {alpha}-rich stars are consistent with the rest of
#    the high-{alpha} population and different from the low-{alpha} stars
#    of similar age, rendering support to their origin being old stars that
#    went through a mass transfer or stellar merger event, making them
#    appear younger, instead of migration of truly young stars formed close
#    to the Galactic bar.
#
#Description:
#    The set of stars considered in this study are the 1989 red giants
#    comprising the first combined APOGEE and Kepler catalogues, in which
#    the Kepler spacecraft detected oscillations during its nominal
#    mission.
#
#    We determined stellar properties for the APOKASC sample combining the
#    photometric, spectroscopic, and asteroseismic observables using the
#    BAyesian STellar Algorithm (BASTA, Silva Aguirre et al. 2015, Cat.
#    J/MNRAS/452/2127, 2017, Cat. J/ApJ/835/173).
#
#File Summary:
#--------------------------------------------------------------------------------
# FileName      Lrecl  Records   Explanations
#--------------------------------------------------------------------------------
#ReadMe            80        .   This file
#table1.dat        99     1197   Stellar properties determined with BASTA for
#                                 the APOKASC sample
#--------------------------------------------------------------------------------
#
#See also:
#             V/133 : Kepler Input Catalog (Kepler Mission Team, 2009)
#  J/MNRAS/452/2127 : Fundamental parameters of Kepler stars
#                                                    (Silva Aguirre+, 2015)
# J/ApJ/835/173     : Kepler asteroseismic LEGACY sample. II.
#                                                    (Silva Aguirre+, 2017)
#
#Byte-by-byte Description of file: table1.dat
#--------------------------------------------------------------------------------
#   Bytes Format Units     Label     Explanations
#--------------------------------------------------------------------------------
#   1-  8  I8    ---       KIC       Kepler Input Catalogue Identifier
#  10- 14  F5.3  Msun      Mass      Mass
#  16- 20  F5.3  Msun    e_Mass      rms uncertainty on Mass
#  22- 27  F6.3  Rsun      Rad       Radius
#  29- 33  F5.3  Rsun    e_Rad       rms uncertainty on Rad
#  35- 39  F5.3  [cm/s2]   logg      Surface gravity
#  41- 45  F5.3  [cm/s2] e_logg      rms uncertainty on logg
#  47- 52  F6.3  Gyr       Age       Age
#  54- 58  F5.3  Gyr     e_Age       rms uncertainty on Age
#  60- 66  F7.3  Lsun      Lum       Luminosity
#  68- 73  F6.3  Lsun    e_Lum       rms uncertainty on Lum
#  75- 81  F7.2  pc        Dist      Distance
#  83- 88  F6.2  pc      e_Dist      rms uncertainty on Dist
#  90- 99  F10.8 ---       Prob      Target selection probability
#--------------------------------------------------------------------------------
#
#History:
#    From electronic version of the journal
#
#================================================================================
#(End)                                      Patricia Vannier [CDS]    08-Apr-2021
# names=['KIC', 'Mass', 'e_Mass', 'Rad', 'e_Rad', 'logg', 'e_logg', 'Age', 'e_Age', 'Lum', 'e_Lum', 'Dist', 'e_Dist', 'Prob']
# KIC Mass e_Mass Rad e_Rad logg e_logg Age e_Ae Lum e_Lum Dist e_Dist Prob
 9353531 1.037 0.128 10.811 0.620 2.382 0.016 10.473 4.993  54.453  6.059 1424.98  62.80 0.07084842
 8693004 1.731 0.178 13.053 0.523 2.445 0.013  1.605 0.586  75.154  8.812 1225.11  52.73 0.48598618
 8693018 2.386 0.100  9.373 0.170 2.870 0.005  0.750 0.158  50.160  2.468 1341.46  27.66 0.75152704
 8628585 1.361 0.089 11.303 0.289 2.468 0.009  4.101 1.216  57.321  4.257 1786.31  50.85 0.00359737
 8757215 1.316 0.078 11.083 0.267 2.469 0.011  4.198 1.098  59.740  4.541 1874.70  52.84 0.00438697
 8822689 2.282 0.276 11.739 0.538 2.660 0.012  0.744 0.271  76.611 10.098 1309.02  59.29 0.78330501
 8957543 1.555 0.246 12.194 0.647 2.469 0.021  2.977 1.616  63.594  8.712 1683.87  82.93 0.03205086
 8822878 1.437 0.243 11.666 0.750 2.466 0.024  3.906 2.091  60.276 10.086 1630.32  95.74 0.06592942
 8758700 1.127 0.104 10.987 0.389 2.412 0.014  6.844 3.616  59.815  6.344 1720.30  68.52 0.02058609
 8824452 1.004 0.066  8.216 0.195 2.611 0.007 10.759 3.136  28.947  3.272  790.68  37.48 0.18501063
 8890410 2.747 0.199 11.918 0.369 2.714 0.008  0.546 0.181  81.445  7.912 1413.94  48.45 0.59954856
 8565016 1.213 0.076  8.231 0.201 2.685 0.008  6.943 1.888  27.218  2.141  903.29  27.42 0.17138890
 9028511 1.006 0.137 10.710 0.693 2.376 0.015 11.434 5.253  53.984  7.258 1514.73  83.33 0.06443163
 9028321 1.458 0.086 10.381 0.228 2.568 0.007  3.103 0.670  44.892  3.228 1230.51  34.73 0.22882060
 8959259 1.429 0.085  8.072 0.180 2.777 0.008  3.594 0.937  28.635  2.683 1166.94  41.03 0.22405734
 8759811 1.830 0.112 10.791 0.200 2.637 0.008  1.506 0.222  62.233  4.925 1238.83  35.20 0.54395985
 8759207 2.115 0.137  9.304 0.219 2.835 0.007  0.998 0.215  54.127  5.529 1134.77  42.96 0.89211193
 9028697 1.281 0.074  8.556 0.200 2.681 0.007  4.648 1.465  32.109  3.365 1290.95  50.44 0.17396204
 8825444 2.496 0.141 10.225 0.300 2.816 0.008  0.642 0.268  60.426  4.208 1209.51  32.52 0.69782527
 9029195 1.555 0.057 11.161 0.244 2.538 0.009  2.605 0.376  58.371  3.606 1152.66  28.68 0.32189608
 8826079 1.211 0.087 10.998 0.353 2.443 0.011  4.712 1.497  64.884  6.483 1487.54  54.00 0.20486149
 9029603 1.674 0.153  6.316 0.189 3.058 0.011  2.126 0.591  19.975  2.152  967.93  38.11 0.38860677
 8962844 1.530 0.048 11.090 0.121 2.533 0.006  2.499 0.309  61.093  3.343 1611.37  36.45 0.28298254
 8962923 2.265 0.154  9.541 0.284 2.830 0.007  0.898 0.278  55.992  5.581 1221.97  45.35 0.70552666
 8827646 1.236 0.096 11.160 0.326 2.439 0.011  4.516 1.516  63.822  6.204 1857.32  66.70 0.02606336
 8827934 1.803 0.069 10.454 0.178 2.661 0.008  1.599 0.179  54.771  3.541 1022.06  26.46 0.48741647
 8761471 1.429 0.078 11.241 0.268 2.496 0.010  3.105 0.940  60.876  5.342 1394.52  46.33 0.22226193
 8826496 1.579 0.058 11.057 0.206 2.555 0.008  2.098 0.341  63.690  4.675 1739.54  49.60 0.23073860
 9032691 1.333 0.105 11.399 0.350 2.455 0.010  3.791 1.255  63.456  6.865 1337.94  52.72 0.21753834
 9658002 1.350 0.079 11.371 0.259 2.458 0.010  4.607 1.286  54.442  3.277 1297.67  31.94 0.17371823
 9780183 1.220 0.137 11.656 0.534 2.397 0.015  6.335 3.003  61.623  8.926 1176.17  62.77 0.14979755
 9839918 1.726 0.136 11.343 0.326 2.575 0.009  1.998 0.447  58.111  5.072  946.09  30.99 0.38702688
 9839246 1.610 0.085 11.159 0.239 2.554 0.009  2.298 0.428  57.736  4.447 1269.76  36.77 0.35742925
 9597214 1.561 0.064 11.106 0.197 2.545 0.008  2.248 0.316  62.655  4.319 1352.32  35.38 0.37939640
 9536330 1.385 0.221 14.704 0.853 2.243 0.019  3.817 2.094  83.639 12.608  970.97  56.89 0.26129478
 9658793 1.236 0.080 10.192 0.273 2.514 0.008  4.657 1.431  45.927  4.706  853.56  32.76 0.29087104
 9597524 1.357 0.080 11.122 0.248 2.477 0.009  4.305 1.029  55.928  3.406 1789.01  42.97 0.00334937
 9535399 1.217 0.065  8.542 0.188 2.657 0.006  6.551 1.546  28.699  2.143  446.20  12.49 0.26354711
 9534934 0.999 0.080  8.519 0.241 2.577 0.010  9.619 3.118  32.558  3.358  621.34  26.99 0.28621771
 9412408 1.247 0.052 10.922 0.165 2.458 0.008  4.405 0.912  62.539  3.352 1222.58  27.18 0.20509331
 9596639 1.154 0.126 11.571 0.465 2.381 0.016  7.261 3.538  60.828  7.914 1531.97  73.06 0.08784638
 9718024 1.279 0.109 11.193 0.431 2.455 0.010  3.756 1.247  67.116  7.381 1143.44  45.85 0.28400581
 9838978 1.170 0.082 10.986 0.304 2.427 0.010  6.309 2.130  56.562  3.980 1854.65  51.27 0.00089555
 9778288 2.654 0.262 12.246 0.571 2.689 0.006  0.605 0.159  83.287 12.070 2243.31 118.42 0.09536099
 9596106 1.284 0.182 14.525 0.804 2.226 0.014  4.204 1.938  85.009 13.072 1623.80 102.70 0.19154554
 9472481 2.487 0.351 11.503 0.732 2.707 0.011  0.746 0.352  79.250 13.606  894.75  57.10 0.68521453
 9472076 1.481 0.040  6.329 0.056 3.005 0.003  2.914 0.431  19.757  0.861  766.05  14.59 0.40412455
 9777536 1.633 0.056 11.064 0.231 2.567 0.007  2.195 0.381  57.513  3.951 1725.37  45.88 0.06771539
 9656523 1.196 0.070 10.965 0.233 2.434 0.009  6.812 1.720  52.515  2.807 1584.68  36.54 0.03636064
 9470276 1.355 0.080  7.783 0.175 2.785 0.007  3.862 1.187  27.983  2.869 1020.58  38.63 0.24178873
 9532518 1.101 0.166 10.769 0.558 2.415 0.025  8.147 4.941  58.269  6.710  816.05  34.92 0.20502621
 9471284 1.571 0.173 11.512 0.432 2.519 0.015  2.495 0.812  63.226  7.686 1429.05  62.83 0.31653499
 9655101 2.268 0.131  8.767 0.219 2.907 0.005  0.809 0.204  44.736  3.275 1085.75  31.02 0.81676318
 9716522 2.696 0.306 12.935 0.543 2.651 0.009  0.549 0.270  94.237 14.204 1188.80  63.62 0.61454733
 9836930 2.633 0.190 11.124 0.246 2.767 0.004  0.650 0.147  65.788  3.913  758.36  16.70 0.64968199
 9835626 1.416 0.116  9.393 0.286 2.643 0.011  3.882 1.211  36.562  3.735  840.45  32.01 0.27730512
 9835436 1.458 0.091 14.284 0.379 2.292 0.008  2.500 0.702  98.930  8.251 2072.36  66.36 0.06087746
 9714063 1.566 0.057 11.143 0.202 2.543 0.008  2.305 0.376  60.925  4.870 1055.84  32.72 0.41025173
 9713617 1.127 0.041  5.002 0.074 3.090 0.005  9.070 1.469  10.774  0.717  641.19  17.93 0.19230979
 9529974 1.121 0.048 10.745 0.147 2.425 0.007  7.389 1.757  55.053  1.930 1406.67  24.95 0.09603853
 9530396 2.158 0.152  9.421 0.255 2.822 0.009  1.110 0.285  42.082  4.553 1492.28  59.72 0.46504351
 9713083 1.518 0.062 11.164 0.210 2.528 0.009  2.500 0.388  61.794  3.726  785.37  19.36 0.52169941
 9772366 1.509 0.063  8.262 0.123 2.783 0.006  2.989 0.455  29.449  1.454  473.73   9.67 0.43652134
 9712888 1.174 0.111 10.986 0.359 2.425 0.016  7.474 2.659  52.681  3.597  867.02  22.94 0.16807885
 9591097 1.216 0.078 11.000 0.280 2.442 0.011  5.587 1.754  56.850  4.274 1515.53  43.90 0.10697722
 9711231 1.100 0.095  8.898 0.289 2.578 0.012  7.725 2.739  34.026  3.504  987.88  39.36 0.16737709
 9711269 1.137 0.057  7.800 0.127 2.710 0.006  8.168 1.808  24.295  2.035  448.50  14.05 0.24906201
 9711492 1.754 0.107 10.868 0.204 2.619 0.008  1.607 0.296  62.094  5.051 1324.11  39.40 0.47357792
 9650046 2.345 0.252 10.586 0.394 2.761 0.010  0.910 0.251  63.088  7.925 1682.57  76.71 0.32233077
 9650527 1.985 0.130 10.851 0.280 2.661 0.013  1.261 0.292  65.418  6.225 1840.13  64.50 0.16039160
 9589638 1.310 0.060 10.490 0.221 2.515 0.006  3.502 0.875  51.176  4.299 1567.23  49.46 0.22508562
 9650881 1.406 0.110 11.571 0.406 2.462 0.011  3.980 1.370  58.043  6.633 1826.73  76.33 0.00316403
 9589500 2.181 0.087  8.216 0.175 2.936 0.010  0.910 0.118  39.026  2.121 1504.11  29.98 0.64798973
 9282363 1.033 0.098 10.986 0.467 2.370 0.009 10.111 4.037  55.204  5.336 1211.11  50.58 0.08752799
 9405269 1.391 0.102 11.356 0.335 2.474 0.013  4.187 1.179  55.013  4.304  888.04  26.16 0.24892601
 9405555 0.967 0.198 13.633 1.081 2.152 0.015 12.496 5.590  65.828 18.707 1237.10 152.72 0.08430548
10282002 1.238 0.127 11.957 0.497 2.388 0.012  6.374 2.382  57.635  6.246 1386.58  55.47 0.09684957
10083480 1.063 0.138 10.770 0.567 2.400 0.018  7.898 4.418  62.303  8.380 1479.97  74.95 0.12253584
 9898999 1.239 0.112 10.999 0.368 2.450 0.012  5.664 2.194  47.987  6.323 1650.30  83.93 0.02545005
 9958522 1.417 0.081 11.435 0.267 2.475 0.008  3.589 0.943  58.213  4.339 1753.51  50.39 0.01058992
10018973 1.154 0.098 11.067 0.334 2.413 0.014  8.475 2.721  50.269  2.850 1162.66  25.94 0.09756748
 9958567 1.202 0.198 12.671 0.957 2.320 0.014  5.535 3.990  79.660 13.077 1169.55  71.32 0.20989399
10018239 1.181 0.101 11.197 0.340 2.414 0.012  7.836 2.736  51.181  3.241 1180.74  29.41 0.10090261
10213931 1.361 0.088 10.395 0.239 2.538 0.009  3.728 0.932  46.109  4.393 1206.96  43.09 0.22467832
10148026 1.927 0.114  9.534 0.232 2.771 0.008  1.246 0.155  50.707  4.394 1305.97  41.39 0.84439926
 9957219 1.290 0.054 11.014 0.200 2.465 0.007  4.499 0.939  58.782  3.527  720.15  16.66 0.38073037
10212620 1.685 0.040 10.864 0.136 2.593 0.006  2.099 0.256  55.663  3.089 1216.13  28.68 0.36213145
10146348 2.162 0.285 10.284 0.472 2.753 0.012  1.006 0.190  55.879  9.478  585.63  33.73 0.96885709
10147072 2.319 0.438 10.371 0.669 2.768 0.023  0.939 0.464  61.584 12.215 1559.31 108.35 0.53831669
 9896174 1.325 0.071  4.154 0.083 3.324 0.007  3.587 0.872   9.880  0.818  728.74  22.78 0.44858740
 9835790 1.886 0.101 10.172 0.191 2.703 0.006  1.396 0.232  53.311  4.738 1165.22  37.91 0.69192439
 9956345 1.297 0.056  7.023 0.121 2.856 0.005  4.955 0.875  22.059  1.409 1093.93  27.88 0.18411354
10145279 1.557 0.123 12.975 0.313 2.400 0.009  2.408 0.609  79.699  6.880 1854.93  58.65 0.09737565
10016093 1.004 0.150 10.552 0.546 2.392 0.017  9.859 4.348  46.572  8.159 1519.37 114.52 0.09784833
 9893889 1.096 0.091 11.028 0.396 2.392 0.010  9.455 3.591  52.499  4.069  836.52  25.41 0.15147365
 9833073 1.348 0.078 11.984 0.279 2.410 0.007  3.255 1.209  62.922  5.881 1513.57  49.34 0.22128192
 6762022 1.516 0.062 11.245 0.195 2.520 0.007  2.758 0.465  58.727  3.794 1547.46  38.86 0.24731613
 7018252 1.152 0.125 11.894 0.492 2.353 0.013  6.337 3.284  68.773  7.641 1230.01  51.24 0.16643500
 7266674 1.131 0.113 11.073 0.405 2.403 0.014  9.151 3.636  51.352  4.537 1810.83  60.22 0.00047976
 7429055 1.057 0.067  7.841 0.182 2.675 0.008 10.853 3.105  24.532  2.408  869.89  33.61 0.12923466
 7347189 2.163 0.074 13.216 0.155 2.531 0.004  0.850 0.070  85.188  5.908 1388.00  36.22 0.87891043
 6933666 1.277 0.227 11.753 0.751 2.414 0.026  5.586 3.139  65.314 10.148 2050.70 116.17 0.00262916
 7186542 1.492 0.104 11.188 0.293 2.514 0.009  2.903 0.636  51.104  3.967 1696.01  50.04 0.06438148
 7103297 1.454 0.096 11.278 0.303 2.499 0.013  3.292 0.960  58.058  4.455 1738.33  50.59 0.01723612
 7186274 1.112 0.073 10.800 0.274 2.418 0.010  7.994 2.655  53.814  3.632 1950.95  51.91 0.00011230
 7103951 2.319 0.299 11.822 0.711 2.655 0.013  0.751 0.409  74.866 11.398  667.33  34.83 0.78316284
 7103666 1.332 0.079 11.175 0.270 2.469 0.008  4.317 1.268  58.089  4.789 1476.54  46.17 0.15019978
 6935260 1.273 0.083 10.090 0.223 2.534 0.007  4.433 1.143  43.931  4.094  975.41  33.46 0.26457172
 6850417 1.356 0.095 11.342 0.318 2.466 0.009  3.592 1.083  61.438  4.854 1212.33  35.84 0.23407195
 6936990 1.437 0.089 11.404 0.281 2.484 0.010  3.761 0.930  54.980  2.764 1767.27  37.90 0.00354911
 6851499 0.999 0.086  8.119 0.251 2.618 0.011 10.861 3.719  28.451  3.625  734.26  38.48 0.18794660
 7108501 2.275 0.298 12.233 0.676 2.630 0.013  0.954 0.256  83.060 15.866 1501.40  98.97 0.61462523
 7108536 0.956 0.095 10.340 0.375 2.388 0.013 13.098 5.046  51.223  4.742 1778.01  70.80 0.00105713
 6854095 1.083 0.103 10.929 0.381 2.396 0.015  7.697 3.460  60.083  6.128 1724.15  67.17 0.02357071
 6768319 1.130 0.081  8.496 0.213 2.631 0.009  8.099 2.337  29.681  2.885 1077.55  39.64 0.12735432
 6768355 1.344 0.092 11.230 0.330 2.472 0.012  3.808 1.238  60.437  5.036 1484.75  46.38 0.17412285
 6768654 1.331 0.079  9.363 0.217 2.618 0.007  3.132 0.750  43.719  4.047 1600.06  55.18 0.26281803
 7109120 1.200 0.084  8.317 0.229 2.678 0.007  7.278 1.839  26.030  2.405  835.10  28.72 0.17297003
 6940048 1.036 0.089 10.559 0.326 2.407 0.012  8.939 3.619  57.251  4.452  886.93  27.22 0.19355946
 7025721 1.341 0.061 11.053 0.212 2.480 0.010  3.911 0.895  60.486  4.261 1186.93  31.74 0.22540894
 7191673 1.355 0.187 12.287 0.625 2.399 0.019  4.874 2.698  61.728  7.511 1048.19  47.07 0.18479513
 7273426 1.105 0.101 11.037 0.389 2.395 0.012  8.805 4.214  55.121  5.456 1371.69  50.51 0.08529422
 7273176 1.028 0.139 10.688 0.536 2.391 0.020  9.433 5.044  58.653  6.932 1803.62  82.23 0.00467769
 6271732 1.110 0.112 10.777 0.380 2.418 0.016  7.163 3.125  58.995  4.986  750.95  24.14 0.25308808
 6429457 1.160 0.120 12.840 0.525 2.287 0.012  6.895 3.490  72.039  8.035 1487.93  63.21 0.08901627
 6428974 1.552 0.050 11.080 0.147 2.540 0.007  2.496 0.336  59.757  3.713 1285.27  35.70 0.34603264
 6507794 0.969 0.029  4.001 0.045 3.219 0.004 12.200 1.587   8.079  0.360  783.95  15.12 0.15297365
 6591027 1.359 0.100  9.234 0.267 2.638 0.010  4.338 1.304  35.330  3.495 1385.07  51.53 0.14886891
 6590363 1.270 0.208 11.758 0.691 2.398 0.021  5.945 3.622  54.027  9.461 1129.03  75.99 0.16061010
 6508328 1.453 0.096 11.405 0.300 2.492 0.013  3.589 1.045  55.987  4.010 1577.77  44.26 0.16202579
 6508943 1.230 0.073 11.056 0.248 2.442 0.008  6.191 1.492  52.529  3.283 1449.44  36.60 0.08633450
 6676788 0.951 0.141 10.217 0.549 2.393 0.022 11.234 5.586  57.124  6.506 1952.59  89.47 0.00187435
 6191288 1.123 0.147 12.344 0.592 2.305 0.015  6.603 3.101  63.919  9.744 1267.70  82.24 0.15809558
 6192431 1.303 0.097 11.291 0.342 2.451 0.010  4.886 1.598  56.175  4.137  982.59  29.17 0.20703357
 6273063 1.290 0.122 12.037 0.433 2.390 0.014  5.821 2.245  54.430  6.521  589.27  25.23 0.29645514
 6430534 1.091 0.101 11.494 0.398 2.352 0.015 10.529 4.169  52.627  6.484 1245.10  53.75 0.06215190
 6192043 2.383 0.166  8.444 0.261 2.958 0.007  0.704 0.190  41.376  4.463 1208.30  47.50 0.75719603
 6764229 1.088 0.066  7.944 0.164 2.673 0.007  9.155 2.388  26.280  2.781 1096.00  44.87 0.12179676
 6849167 1.244 0.068 10.946 0.225 2.454 0.011  4.715 1.175  60.766  4.282 1226.39  33.60 0.19756100
 6677653 2.605 0.202 10.931 0.330 2.776 0.007  0.653 0.255  67.111  6.865 1234.80  44.23 0.67225294
 6678428 1.280 0.059 11.001 0.191 2.462 0.008  4.700 1.016  58.119  2.435 1420.23  26.60 0.16826194
 6678432 1.174 0.077  8.488 0.173 2.646 0.006  7.355 1.929  29.157  2.408  725.39  23.11 0.20535001
 6593623 1.297 0.097 10.834 0.270 2.481 0.008  4.162 1.455  49.251  3.842 1411.26  41.94 0.17387844
 6680734 1.089 0.212 14.678 1.118 2.140 0.018  7.503 4.461  85.181 19.119 1911.48 184.38 0.00711678
 6680386 0.993 0.121 10.696 0.506 2.374 0.016 10.188 4.804  58.623  7.052 1316.54  64.98 0.10507156
 6594505 1.294 0.108 11.202 0.375 2.458 0.012  3.912 1.343  64.834  6.730 1730.23  65.06 0.15373740
 6681414 1.031 0.120  9.338 0.387 2.508 0.015  9.257 3.421  37.559  3.994 1154.93  52.43 0.13006094
 7674224 1.279 0.065  5.794 0.114 3.018 0.005  5.340 1.252  15.217  1.611  891.18  33.78 0.21442257
 7672969 1.004 0.068 10.707 0.266 2.377 0.010 12.681 3.660  49.597  3.368 1005.37  28.86 0.09392013
 7744204 1.751 0.058 10.585 0.149 2.634 0.007  1.700 0.231  57.290  4.263 1311.72  37.86 0.45536090
 7435143 1.190 0.105  8.096 0.264 2.695 0.010  7.408 2.870  25.166  2.923 1178.72  49.84 0.09992339
 7518352 1.190 0.054  7.173 0.128 2.801 0.005  4.301 0.792  28.008  1.948  778.83  20.79 0.42468946
 7189610 1.493 0.253 11.991 0.614 2.467 0.022  2.800 1.547  70.273  8.380 1040.39  45.22 0.34306014
 7190047 1.055 0.103 10.943 0.476 2.381 0.013 10.243 4.694  53.981  5.570 1427.32  55.86 0.07429217
 7272257 1.324 0.101 13.782 0.397 2.279 0.011  4.107 1.341  82.961  6.364 2174.88  65.50 0.00452941
 7516687 1.063 0.168 10.195 0.565 2.445 0.020  9.750 4.757  41.710  6.587 1203.15  78.03 0.08812097
 7597056 1.253 0.109 11.383 0.388 2.427 0.012  6.179 2.281  53.342  3.658 1829.52  49.06 0.00122478
 7597230 1.440 0.116 11.408 0.384 2.487 0.014  3.417 1.138  59.030  5.256 1904.31  62.67 0.00178444
 7188504 1.027 0.088 10.656 0.354 2.395 0.009 10.379 4.131  53.276  3.899  754.86  23.00 0.17353783
 7351098 2.101 0.059  8.080 0.096 2.876 0.074  1.025 0.316  36.460  1.271 1084.19  16.22 0.88781926
 7270142 1.224 0.104  8.902 0.253 2.626 0.010  6.020 1.849  32.511  2.839 1167.93  39.30 0.14666289
 7671562 1.038 0.076 10.860 0.350 2.381 0.008 11.289 3.483  50.778  3.966 1531.22  49.23 0.03968227
 7596350 1.395 0.045 10.273 0.111 2.557 0.004  2.311 0.417  57.170  4.610 1312.76  35.10 0.39313806
 7743176 1.084 0.113 11.233 0.430 2.374 0.015  8.034 3.805  61.007  7.449 1535.64  72.37 0.09190595
 7672405 1.544 0.276 19.455 1.428 2.053 0.017  2.225 1.142 155.803 31.839 2791.82 207.31 0.01004673
 7595285 1.051 0.103 11.003 0.403 2.376 0.013  9.579 4.087  56.122  5.711  992.12  40.83 0.14118408
 7595155 1.008 0.052 10.771 0.207 2.376 0.009 13.527 3.359  47.109  1.667 1533.03  27.25 0.00887241
 7431665 1.294 0.131  9.032 0.344 2.633 0.013  4.432 1.690  36.674  3.850  952.75  37.27 0.27040757
 7349386 1.010 0.068 10.729 0.273 2.378 0.012 13.025 3.751  48.215  3.153 1525.43  40.25 0.03486209
 7513379 1.629 0.072  7.038 0.096 2.954 0.005  1.885 0.257  26.421  1.661 1306.71  32.08 0.44666047
 7593843 1.186 0.076 10.958 0.274 2.433 0.010  6.083 1.890  56.641  3.347 1648.04  38.69 0.03729665
 7430868 1.075 0.083  8.257 0.224 2.633 0.010  9.422 3.553  28.480  3.135  603.49  26.07 0.25005750
 7348314 1.160 0.058  6.870 0.107 2.828 0.005  7.170 1.668  20.761  1.719 1234.30  37.75 0.09976334
 7669105 0.901 0.134 10.506 0.661 2.345 0.012 13.290 5.311  55.830  8.343 2055.10 140.54 0.00123402
 7428418 1.368 0.103 11.353 0.391 2.470 0.011  3.512 1.107  62.228  5.391  780.18  25.57 0.38478555
 7592356 1.053 0.121 10.699 0.461 2.403 0.016  9.521 4.690  55.913  6.023 1523.19  63.08 0.08486252
 7592262 1.994 0.103  5.605 0.152 3.236 0.008  1.309 0.281  18.114  1.835 1159.33  43.27 0.80727335
 7346442 1.123 0.069  8.862 0.210 2.591 0.008  6.611 1.826  35.666  3.463 1221.59  44.78 0.15138784
 7346365 1.308 0.086  9.297 0.230 2.618 0.008  4.410 1.177  36.098  3.471 1293.43  45.57 0.18116136
 7265189 0.986 0.046  6.168 0.096 2.850 0.006  7.374 1.376  22.269  1.685 1232.12  36.55 0.15649277
 7591481 1.247 0.096 11.204 0.383 2.437 0.010  5.915 1.827  54.135  4.435 1842.21  58.02 0.00070783
 7591642 1.051 0.196 11.090 0.953 2.365 0.029 10.113 5.347  56.560 11.209 1753.29 133.38 0.00269607
 7510604 1.226 0.073 10.964 0.271 2.446 0.010  5.496 1.501  57.829  4.169 1474.59  39.41 0.12663430
 7591311 1.958 0.103 13.662 0.580 2.459 0.008  1.401 0.235  73.873 11.391 2018.57 105.18 0.08140950
 7345200 1.078 0.074 10.920 0.297 2.393 0.009  9.860 3.391  52.155  4.325  786.77  24.12 0.16843014
 7017044 1.113 0.093 10.851 0.343 2.415 0.012  7.736 2.985  55.004  3.972  998.61  28.20 0.15402348
 7100768 1.079 0.233 12.112 1.319 2.299 0.016  9.550 6.161  69.340 16.629 1848.81 172.47 0.00162801
 7950550 1.405 0.066  8.747 0.136 2.702 0.006  3.016 0.706  37.448  3.242  995.67  32.14 0.33625958
 8088244 1.116 0.173 10.770 0.613 2.422 0.028  7.249 4.668  61.854  7.761 1704.06  78.22 0.10253829
 7949599 1.237 0.088 11.020 0.274 2.445 0.011  5.981 1.598  53.170  3.013 1155.67  26.93 0.14185441
 8087067 1.210 0.063  6.375 0.131 2.911 0.005  5.427 1.480  19.550  1.682 1036.52  32.99 0.18360358
 7949258 1.214 0.075 11.032 0.223 2.438 0.010  6.587 1.483  51.755  2.578 1611.29  34.32 0.00645811
 8154541 1.487 0.113 11.488 0.353 2.494 0.011  3.005 0.892  60.424  5.383 1321.92  43.47 0.23319056
 8354896 1.558 0.070  7.320 0.109 2.901 0.005  1.990 0.335  29.258  1.982  950.00  25.18 0.58569646
 8154799 1.196 0.132 13.183 0.522 2.278 0.012  5.730 2.250  66.758  9.680 1976.29 122.37 0.00122478
